Roll,Pitch,Yaw,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
14.870734214782715,-1.794039011001587,49.494808197021484,0.43633952736854553,2.449836254119873,9.403255462646484,-0.003213435411453247,0.0002315268066013232,-0.0040661548264324665
14.869280815124512,-1.7920397520065308,49.497520446777344,0.4334145188331604,2.4220802783966064,9.400815963745117,-0.0029589980840682983,0.00020358712936285883,-0.0031735748052597046
14.870416641235352,-1.7883847951889038,49.50217056274414,0.4237865209579468,2.3976943492889404,9.393109321594238,4.86150493088644e-05,0.0020379202906042337,-0.002313405741006136
14.87212085723877,-1.7851473093032837,49.50883865356445,0.41704949736595154,2.4030637741088867,9.399330139160156,0.0019239262910559773,0.0038294121623039246,0.00017117710376624018
14.874371528625488,-1.7839895486831665,49.51610565185547,0.39451801776885986,2.404589891433716,9.405506134033203,0.004158355295658112,0.004079379606992006,0.0021113085094839334
14.874241828918457,-1.7866421937942505,49.52341079711914,0.38604798913002014,2.4084854125976562,9.413773536682129,0.004797987639904022,0.0023664908949285746,0.0045740967616438866
14.87174129486084,-1.7917989492416382,49.52944564819336,0.3764784038066864,2.4457733631134033,9.428980827331543,0.0022331252694129944,-0.002088770270347595,0.005740114022046328
14.87100887298584,-1.7950128316879272,49.535701751708984,0.3595719635486603,2.4477546215057373,9.430989265441895,0.0012429432244971395,-0.004142895340919495,0.0059930612333118916
14.87359619140625,-1.7959624528884888,49.54185485839844,0.3421511650085449,2.441149950027466,9.427850723266602,0.0027628617826849222,-0.003168731927871704,0.006426312029361725
14.877106666564941,-1.7961145639419556,49.546905517578125,0.3288702070713043,2.4453787803649902,9.407461166381836,0.0060403719544410706,-0.002425909275189042,0.005113518796861172
14.877700805664062,-1.7956751585006714,49.55311584472656,0.318445086479187,2.466897964477539,9.404969215393066,0.005845167674124241,-0.0013373792171478271,0.00461991922929883
14.878504753112793,-1.7968673706054688,49.559513092041016,0.31024467945098877,2.4691097736358643,9.425433158874512,0.004282780457288027,-0.00017210841178894043,0.0054812063463032246
14.883018493652344,-1.8016090393066406,49.56481170654297,0.3171062469482422,2.4723823070526123,9.44383430480957,0.0060396273620426655,-0.002912058960646391,0.0051734959706664085
14.888835906982422,-1.8060780763626099,49.57085037231445,0.3378523290157318,2.465665340423584,9.44054889678955,0.009121562354266644,-0.005479156970977783,0.006150269415229559
14.8944091796875,-1.8082808256149292,49.577125549316406,0.35174110531806946,2.462711811065674,9.426685333251953,0.010115094482898712,-0.004856660962104797,0.005943514872342348
14.902213096618652,-1.811143159866333,49.58396530151367,0.3566509783267975,2.4553167819976807,9.429234504699707,0.011806003749370575,-0.004106760490685701,0.006588734686374664
14.911460876464844,-1.8158243894577026,49.59096908569336,0.35778534412384033,2.4696130752563477,9.423409461975098,0.015021675266325474,-0.0051021575927734375,0.006943383254110813
14.919144630432129,-1.8192198276519775,49.60019302368164,0.377665251493454,2.518488883972168,9.424437522888184,0.01603979803621769,-0.00634901225566864,0.008363091386854649
14.924330711364746,-1.818119764328003,49.61223220825195,0.3926037847995758,2.5589802265167236,9.408551216125488,0.015614369884133339,-0.002938136924058199,0.010393747128546238
14.92757797241211,-1.8161473274230957,49.6258659362793,0.4151422083377838,2.566606283187866,9.393373489379883,0.01286435965448618,0.0012421980500221252,0.012515672482550144
14.931009292602539,-1.815845251083374,49.640296936035156,0.42012977600097656,2.5566530227661133,9.358095169067383,0.011880137026309967,0.002649240428581834,0.014614501036703587
14.932865142822266,-1.8174091577529907,49.6553955078125,0.42990249395370483,2.544325590133667,9.336212158203125,0.01046936959028244,0.0029521065298467875,0.016612373292446136
14.932844161987305,-1.823779821395874,49.67064666748047,0.43780648708343506,2.5365397930145264,9.344614028930664,0.008195453323423862,0.0012023375602439046,0.018703006207942963
14.93216323852539,-1.8354402780532837,49.68544006347656,0.4379485845565796,2.5185959339141846,9.36723518371582,0.00576432840898633,-0.004805624485015869,0.02083759941160679
14.931939125061035,-1.8464727401733398,49.700870513916016,0.42009949684143066,2.4946646690368652,9.383554458618164,0.00476595014333725,-0.009674579836428165,0.022386571392416954
14.932863235473633,-1.8526090383529663,49.71725845336914,0.4085051715373993,2.472294569015503,9.388877868652344,0.00415164977312088,-0.009510667063295841,0.023626353591680527
14.93574047088623,-1.8533556461334229,49.73390579223633,0.4067513048648834,2.457876205444336,9.411191940307617,0.005835480988025665,-0.005838647484779358,0.023369675502181053
14.937345504760742,-1.850604772567749,49.750450134277344,0.3984995186328888,2.4491963386535645,9.444221496582031,0.006954932119697332,-0.00015683475066907704,0.02279077284038067
14.936861038208008,-1.8486188650131226,49.765193939208984,0.3897863030433655,2.4528987407684326,9.468172073364258,0.005290471017360687,0.0036759304348379374,0.02130698598921299
14.937809944152832,-1.8473179340362549,49.77707290649414,0.3726777136325836,2.4532296657562256,9.48666000366211,0.0043248762376606464,0.003406219184398651,0.01947675086557865
14.94144344329834,-1.8421504497528076,49.78596878051758,0.35505735874176025,2.430927276611328,9.466151237487793,0.005987472832202911,0.0050956374034285545,0.015368872322142124
14.94576358795166,-1.8346658945083618,49.7910270690918,0.35727208852767944,2.4022586345672607,9.441389083862305,0.007866881787776947,0.008297900669276714,0.010856801643967628
14.950772285461426,-1.826790690422058,49.79042053222656,0.35219308733940125,2.40960955619812,9.42930793762207,0.008634291589260101,0.008966215886175632,0.003719888860359788
14.95858097076416,-1.8160525560379028,49.78573989868164,0.34278181195259094,2.4120752811431885,9.421226501464844,0.01063775084912777,0.009628570638597012,-0.003351643681526184
14.967693328857422,-1.8011999130249023,49.776798248291016,0.35246631503105164,2.4097976684570312,9.406445503234863,0.01407284289598465,0.012618489563465118,-0.011586024425923824
14.974784851074219,-1.7849576473236084,49.764835357666016,0.3588128387928009,2.4206554889678955,9.402993202209473,0.014697201550006866,0.015311875380575657,-0.019370391964912415
14.979957580566406,-1.7687537670135498,49.7503547668457,0.3472854495048523,2.46258807182312,9.439436912536621,0.013813190162181854,0.01657102443277836,-0.025599824264645576
14.984719276428223,-1.750832438468933,49.7340087890625,0.3446786105632782,2.502959966659546,9.485846519470215,0.011858903802931309,0.016820989549160004,-0.031401220709085464
14.992871284484863,-1.7296067476272583,49.717769622802734,0.3681155741214752,2.5262837409973145,9.480887413024902,0.01212377194315195,0.019863435998558998,-0.035753101110458374
15.005355834960938,-1.706347942352295,49.70237350463867,0.3752777576446533,2.5309698581695557,9.446473121643066,0.015834534540772438,0.022678636014461517,-0.03849603608250618
15.017793655395508,-1.6814078092575073,49.68757629394531,0.3800458610057831,2.5482285022735596,9.40088939666748,0.019993821159005165,0.026698969304561615,-0.03972611576318741
15.026570320129395,-1.6584371328353882,49.67399978637695,0.37716999650001526,2.5648818016052246,9.362530708312988,0.01952964998781681,0.02860110253095627,-0.04094131663441658
15.032752990722656,-1.6400306224822998,49.66331100463867,0.347596138715744,2.572819709777832,9.339692115783691,0.017818251624703407,0.027910439297556877,-0.0381663516163826
15.036622047424316,-1.6256742477416992,49.653682708740234,0.3135511577129364,2.563382863998413,9.309521675109863,0.014704282395541668,0.024125538766384125,-0.03512800112366676
15.038952827453613,-1.6142573356628418,49.646183013916016,0.2809073030948639,2.5631136894226074,9.302759170532227,0.012110360898077488,0.02086106687784195,-0.03186352550983429
15.03869342803955,-1.6080917119979858,49.64060592651367,0.27927643060684204,2.56341552734375,9.319555282592773,0.009018369019031525,0.01635160483419895,-0.02709776535630226
15.035247802734375,-1.6064491271972656,49.6357536315918,0.2809993624687195,2.5697875022888184,9.367928504943848,0.005084462463855743,0.00961553119122982,-0.022966044023633003
