Percentage,theta_1,theta_2,EE_X,EE_Y,tau_1,tau_2,force_X,force_Y
0.0,0.7056237771652141,2.52912674299138,-0.15510529246358773,0.24517985,-0.2193484636496482,0.0367327111071587,1.3877787807814457e-17,-0.8946431105559784
0.3584229390681004,0.7060958207286605,2.5294501134144225,-0.15519206640444327,0.244988815625,0.3925637203389553,-0.0663506449383472,0.0,1.6023740485355278
0.7168458781362008,0.7063790468667283,2.529644135668248,-0.1552441307689566,0.244874195,0.7592530952642602,-0.1290380483714806,5.551115123125783e-17,3.1005843439904317
1.0752688172043012,0.7067566817174853,2.529902832006682,-0.15531354992164104,0.2447213675000001,1.2476380037854986,-0.2135988768908118,5.551115123125783e-17,5.098198071263635
1.4336917562724016,0.7071343165682424,2.530161528345116,-0.15538296907432536,0.24456854,1.7354123316829284,-0.2992776904510152,0.0,7.095811798536841
1.792114695340502,0.7075119514189996,2.53042022468355,-0.1554523882270098,0.2444157125,2.2225760789565503,-0.3860752527584601,-2.220446049250313e-16,9.093425525810048
2.1505376344086025,0.7083341551870859,2.5298188380085684,-0.15564540847510766,0.24459402,2.7128018768894275,-0.4719737382944384,-2.220446049250313e-16,11.09103925308325
2.508960573476703,0.7091563589551722,2.529217451333587,-0.15583842872320547,0.2447723275,3.2037400538416616,-0.5582572813335187,0.0,13.088652980356455
2.8673835125448037,0.7099785627232584,2.5286160646586047,-0.15603144897130333,0.244950635,3.6953906098132463,-0.6449229646203397,2.220446049250313e-16,15.086266707629658
3.225806451612904,0.7108007664913447,2.5280146779836232,-0.1562244692194012,0.2451289425,4.1877535448041785,-0.7319678806594315,0.0,17.083880434902866
3.584229390681004,0.711622970259431,2.527413291308642,-0.15641748946749906,0.24530725,4.680828858814467,-0.8193891316774086,0.0,19.08149416217607
3.942652329749104,0.7125304911585287,2.526981046557448,-0.15662293841525748,0.245401244,5.190155536846233,-0.9126360207539796,0.0,21.14967085026772
4.301075268817205,0.7134380120576265,2.5265488018062543,-0.15682838736301585,0.245495238,5.699871007277251,-1.0067389674119027,0.0,23.21784753835936
4.6594982078853056,0.7143455329567242,2.5261165570550608,-0.15703383631077428,0.245589232,6.209975270107495,-1.1016949039793489,0.0,25.28602422645101
5.017921146953406,0.7152530538558219,2.525684312303867,-0.1572392852585327,0.245683226,6.720468325336991,-1.197500768503383,4.440892098500626e-16,27.354200914542663
5.376344086021506,0.7161605747549198,2.525252067552673,-0.15744473420629113,0.24577722,7.231350172965729,-1.2941535047516108,-4.440892098500626e-16,29.422377602634317
5.734767025089607,0.7176454397412396,2.5245963606936863,-0.15778048340672685,0.245905924,7.743713850133129,-1.3966684045874802,-8.881784197001252e-16,31.49055429072596
6.093189964157707,0.7191303047275592,2.523940653834699,-0.15811623260716262,0.246034628,8.256609892525463,-1.5006568412826722,4.440892098500626e-16,33.55873097881759
6.451612903225808,0.720615169713879,2.523284946975712,-0.1584519818075984,0.2461633319999999,8.77003830014273,-1.6061109544000232,-8.881784197001252e-16,35.62690766690923
